Category,Price,Rating,Stock,Discount
,2934.0,2.4304255161200743,,17.0
,6123.0,4.218019505653897,,24.0
,280.0,2.0343441996878457,Out of Stock,0.0
,4971.0,,,11.0
A,1456.0,,In Stock,41.0
B,6540.0,2.198551575278175,,33.0
,5006.0,4.9388167628679795,Out of Stock,23.0
B,854.0,,Out of Stock,24.0
A,9943.0,,In Stock,48.0
D,6564.0,,Out of Stock,23.0
B,1558.0,,In Stock,17.0
,7560.0,,,36.0
B,3182.0,,In Stock,
A,6297.0,4.575080451930836,Out of Stock,5.0
,5821.0,,Out of Stock,31.0
,2664.0,,Out of Stock,35.0
C,,2.570715259035823,Out of Stock,47.0
A,4611.0,1.5987478538921898,Out of Stock,19.0
,3669.0,1.9123365772230962,,42.0
,3143.0,4.053883767586717,Out of Stock,9.0
,1337.0,3.0298840220370398,Out of Stock,29.0
,8028.0,,,28.0
C,,1.798436343888873,Out of Stock,3.0
,9267.0,,In Stock,4.0
,7682.0,,Out of Stock,45.0
,7462.0,3.3539213397905656,In Stock,23.0
,7939.0,,,45.0
,1109.0,,,
,6847.0,,In Stock,23.0
,8393.0,,In Stock,19.0
A,8332.0,2.319985365624958,Out of Stock,46.0
B,3463.0,2.500502223858051,,46.0
,520.0,2.0808936815506995,In Stock,6.0
,7043.0,2.7081399427904227,In Stock,28.0
C,4739.0,,Out of Stock,0.0
B,395.0,,In Stock,40.0
,669.0,1.902966551424214,Out of Stock,28.0
A,9341.0,,In Stock,19.0
B,289.0,,,31.0
,5687.0,,,30.0
A,6872.0,,In Stock,29.0
B,8766.0,3.383382749156587,,24.0
D,4709.0,,,17.0
,8181.0,,,30.0
,1794.0,3.834140134695989,Out of Stock,43.0
,5032.0,2.4586782380749637,,20.0
,3425.0,2.335676920040024,In Stock,16.0
,4250.0,3.367146431304469,Out of Stock,
D,875.0,2.873781117013584,Out of Stock,28.0
C,1349.0,3.6871301770289926,Out of Stock,35.0
,403.0,3.8378076302650728,,41.0
C,,,,11.0
B,4310.0,,Out of Stock,13.0
C,,1.1439064059217907,Out of Stock,1.0
D,3698.0,,In Stock,28.0
,3511.0,2.4484899281103862,,2.0
D,4412.0,4.908254782374193,In Stock,41.0
,5311.0,2.1529831462473457,,23.0
,935.0,4.572810906001735,In Stock,27.0
B,653.0,1.9007010249149938,Out of Stock,6.0
,7500.0,,In Stock,27.0
,4364.0,3.5375553840549876,Out of Stock,14.0
,9465.0,,Out of Stock,44.0
,5323.0,1.0784650496349109,Out of Stock,
D,112.0,,In Stock,48.0
C,2241.0,,,
B,8056.0,,Out of Stock,25.0
,9500.0,4.45912450619612,,37.0
,4312.0,,Out of Stock,11.0
,2317.0,,,14.0
B,8854.0,,Out of Stock,
,4082.0,1.7684828251910223,Out of Stock,40.0
,7173.0,,,39.0
,3150.0,,In Stock,18.0
,7280.0,4.512065970097143,Out of Stock,21.0
,3127.0,4.084090221409782,Out of Stock,41.0
C,7412.0,,In Stock,28.0
B,2257.0,1.90938569826758,In Stock,45.0
,3947.0,3.2682548655795305,In Stock,31.0
,2753.0,,Out of Stock,8.0
,9630.0,4.945855832710598,Out of Stock,29.0
C,3269.0,2.248140802340015,,26.0
A,2733.0,4.148877745455655,,6.0
,6069.0,,Out of Stock,15.0
A,6606.0,,Out of Stock,
,6499.0,3.1830940620473043,Out of Stock,15.0
,1192.0,4.538779953574073,In Stock,27.0
,861.0,4.73012289295349,,36.0
B,4382.0,2.7445012493297596,In Stock,39.0
,9971.0,3.1229562633586427,In Stock,22.0
D,7379.0,,In Stock,34.0
,290.0,,In Stock,20.0
,1415.0,1.8114848385729903,Out of Stock,
B,2320.0,,Out of Stock,38.0
,9027.0,1.8099548797255625,,45.0
,966.0,3.3751294751044227,Out of Stock,3.0
C,1602.0,,In Stock,23.0
,6967.0,,,18.0
,6249.0,3.3073825418193743,Out of Stock,34.0
,3424.0,,,30.0
,5295.0,2.6085957725537545,,37.0
,5827.0,,Out of Stock,2.0
,6518.0,,In Stock,15.0
,6585.0,,In Stock,36.0
,9054.0,,,
C,2749.0,,Out of Stock,30.0
A,3403.0,4.362112540812605,,22.0
,1422.0,2.3544217894894715,In Stock,27.0
,3464.0,2.9259941845463997,,46.0
,3221.0,,,1.0
,2151.0,3.242911543048796,In Stock,2.0
,,4.720405678595029,Out of Stock,
,7211.0,2.147655357999598,,7.0
,4957.0,4.340028626735259,Out of Stock,24.0
,7309.0,,,8.0
A,1814.0,,In Stock,32.0
,8745.0,,In Stock,6.0
C,9500.0,1.0873948873090877,In Stock,30.0
A,3513.0,,In Stock,47.0
,8914.0,1.2021215565580565,In Stock,3.0
,2064.0,3.9513938126004247,In Stock,20.0
,1177.0,2.801337939049694,In Stock,4.0
B,5449.0,,,29.0
,563.0,,,9.0
D,2442.0,,In Stock,2.0
,,,,43.0
B,166.0,4.166715605612955,Out of Stock,1.0
,3991.0,,,15.0
A,9133.0,2.298279712447924,,27.0
,3367.0,3.118111376456621,Out of Stock,27.0
,7489.0,,Out of Stock,36.0
,849.0,,In Stock,4.0
,7952.0,,,16.0
,3089.0,3.3182732330845846,In Stock,30.0
,5172.0,2.155870268362373,In Stock,20.0
,608.0,3.8925603442319625,In Stock,
C,3868.0,,,17.0
D,7118.0,2.4584548971402427,Out of Stock,43.0
,5413.0,,In Stock,10.0
A,4951.0,4.8839025360044666,Out of Stock,23.0
,1414.0,,,30.0
C,3304.0,,Out of Stock,
C,8716.0,1.418249285051671,,29.0
B,2815.0,1.272567327311628,In Stock,1.0
B,6290.0,4.403846454366073,Out of Stock,34.0
D,6426.0,,Out of Stock,1.0
,2144.0,,Out of Stock,38.0
A,9093.0,4.316501678844242,In Stock,9.0
,3633.0,4.309657868796409,Out of Stock,46.0
B,5297.0,,In Stock,48.0
,3272.0,2.735124970476231,,
,8032.0,3.7238834844105617,Out of Stock,32.0
,6383.0,,In Stock,1.0
,7024.0,,Out of Stock,30.0
,719.0,4.589478139821139,In Stock,5.0
A,4290.0,,In Stock,21.0
,7949.0,,In Stock,31.0
,1778.0,,Out of Stock,24.0
,8871.0,3.246428036533583,Out of Stock,37.0
,3856.0,,In Stock,23.0
,4442.0,3.3846092259520852,Out of Stock,47.0
C,3748.0,3.1913696629535826,In Stock,
C,233.0,,,28.0
B,373.0,2.255441320160187,In Stock,0.0
,9605.0,3.8909084939054415,,43.0
A,5974.0,,In Stock,48.0
,,1.1016100832623459,Out of Stock,18.0
,6037.0,4.044920554871199,In Stock,35.0
,3734.0,4.013420525357519,,9.0
,4697.0,2.6385382204379733,Out of Stock,49.0
,7565.0,,In Stock,18.0
,3424.0,4.173073872138655,In Stock,42.0
B,9809.0,,In Stock,25.0
C,2973.0,,In Stock,5.0
C,364.0,,In Stock,5.0
,1729.0,,In Stock,3.0
A,3763.0,4.543244286729953,Out of Stock,13.0
,5276.0,2.469957217393597,Out of Stock,48.0
,1563.0,3.556134769276985,,42.0
,5589.0,2.9916124488947484,,20.0
,171.0,,Out of Stock,30.0
,5345.0,3.2660937545048174,Out of Stock,32.0
,4537.0,3.914489537302054,,1.0
C,8642.0,,Out of Stock,2.0
A,5374.0,,,29.0
,6550.0,3.484068820264633,In Stock,16.0
,2167.0,4.536215765914314,Out of Stock,34.0
,588.0,4.296048742939903,Out of Stock,36.0
D,1230.0,,,27.0
C,,3.3285171503992843,Out of Stock,20.0
D,9254.0,3.9508446131864954,Out of Stock,6.0
D,6858.0,1.3515629593300704,,39.0
A,3275.0,4.220466085748881,In Stock,44.0
A,7967.0,2.6920837831256943,In Stock,48.0
,3513.0,,,26.0
B,2242.0,,In Stock,27.0
B,9381.0,,Out of Stock,7.0
,769.0,,In Stock,35.0
A,153.0,4.507532756226666,In Stock,8.0
A,3947.0,1.332706505415457,,38.0
,805.0,,Out of Stock,29.0
,3387.0,4.130383273717196,In Stock,44.0
,7499.0,3.5163724661934577,In Stock,41.0
C,1549.0,4.9201060080712615,Out of Stock,49.0
A,5832.0,,Out of Stock,
,6118.0,3.6411992826857635,Out of Stock,45.0
C,8208.0,,Out of Stock,24.0
,7806.0,3.1777070256102387,,46.0
,5377.0,,In Stock,37.0
,3830.0,4.962053876300062,In Stock,18.0
D,,2.264254027042837,Out of Stock,14.0
D,2538.0,3.3511804375987118,,30.0
A,2047.0,,In Stock,37.0
,3325.0,,In Stock,41.0
C,,2.2017690027217016,,31.0
,4604.0,,In Stock,
A,4124.0,,,15.0
D,8094.0,1.3265823298382928,In Stock,22.0
,3492.0,,,32.0
,8083.0,2.3855861448684537,,46.0
,3668.0,,Out of Stock,20.0
A,5440.0,,In Stock,25.0
A,1516.0,3.0653659552351487,Out of Stock,26.0
,7292.0,1.956199614358629,Out of Stock,38.0
,7893.0,4.347595138363763,In Stock,4.0
,4899.0,,Out of Stock,2.0
,4610.0,,,16.0
,6583.0,,Out of Stock,19.0
,2697.0,,Out of Stock,6.0
B,1230.0,,In Stock,45.0
,8440.0,,Out of Stock,48.0
A,6458.0,,,11.0
C,131.0,1.5132316203787592,Out of Stock,34.0
,6890.0,1.100953192115699,,32.0
,9386.0,,In Stock,27.0
D,1659.0,3.4254005767757496,,
C,4235.0,,Out of Stock,8.0
,3511.0,,In Stock,39.0
B,9217.0,,,
A,786.0,4.453296498183544,Out of Stock,3.0
D,583.0,,In Stock,18.0
,6559.0,3.380128895145642,Out of Stock,21.0
,1484.0,1.0546772209669135,In Stock,
,531.0,,In Stock,6.0
,9994.0,,In Stock,4.0
,,,Out of Stock,35.0
C,4555.0,,In Stock,47.0
,5448.0,2.501946511636283,,
C,698.0,1.0003662024741131,In Stock,39.0
,7319.0,4.688808069773372,,2.0
A,1883.0,3.4573934291458968,Out of Stock,3.0
,9325.0,3.9123002550578923,,19.0
,2922.0,,,27.0
,9054.0,,Out of Stock,28.0
,1088.0,,,27.0
,1407.0,,Out of Stock,7.0
C,4784.0,1.5226824999001147,In Stock,48.0
,4739.0,4.708687628615682,,44.0
D,9313.0,2.957391033821263,,34.0
,1305.0,,In Stock,34.0
,,,In Stock,15.0
,965.0,1.2006326721112708,,28.0
,9858.0,,,4.0
A,1988.0,,,
,6519.0,,In Stock,20.0
B,,2.9951656789660093,,36.0
B,4466.0,2.6048441093716592,In Stock,17.0
A,8361.0,,In Stock,
,4375.0,2.848049382977214,In Stock,28.0
C,8397.0,,,49.0
,1574.0,,Out of Stock,13.0
,5779.0,1.038637328105981,,30.0
,3980.0,2.7020552632398904,In Stock,6.0
C,6600.0,,In Stock,27.0
C,3292.0,,,45.0
,9365.0,,In Stock,10.0
D,6906.0,2.1277348183742424,In Stock,7.0
,3582.0,4.279993003875816,Out of Stock,22.0
A,801.0,1.4582407340086965,,36.0
,8853.0,,In Stock,41.0
,7370.0,,In Stock,21.0
,1751.0,1.2228697871666658,,34.0
C,1125.0,2.84810954028506,In Stock,40.0
D,4879.0,,,
,3533.0,,,30.0
D,4078.0,,In Stock,23.0
C,5176.0,4.094455392438393,Out of Stock,40.0
,594.0,4.612715087277782,In Stock,41.0
,8748.0,,In Stock,45.0
,9696.0,4.368413918209861,,7.0
B,2281.0,3.942969008675178,Out of Stock,40.0
,7626.0,,Out of Stock,
C,9615.0,2.845403294594589,In Stock,41.0
,1632.0,,Out of Stock,39.0
,2994.0,2.595914846983793,Out of Stock,15.0
,7912.0,3.6225694620461564,Out of Stock,
,501.0,,Out of Stock,27.0
,8055.0,2.6930836584505307,,47.0
,1548.0,,In Stock,30.0
,1832.0,,In Stock,21.0
D,7705.0,,Out of Stock,10.0
,,2.8925315172960264,,34.0
,5136.0,3.3386334929388797,In Stock,21.0
D,7587.0,2.8492211443563895,,33.0
,,,In Stock,37.0
D,1666.0,1.2314206218420702,Out of Stock,22.0
D,8140.0,2.238667587563897,,31.0
,7350.0,1.2414959871955142,,
,9997.0,3.678127908944229,Out of Stock,44.0
,1606.0,,,35.0
,7582.0,2.3017209131585896,Out of Stock,34.0
B,6219.0,,Out of Stock,3.0
,9824.0,,Out of Stock,12.0
A,5925.0,3.3808196880250336,In Stock,43.0
D,3479.0,1.8010249722634017,In Stock,39.0
B,4517.0,2.223675516470062,In Stock,43.0
,4032.0,,In Stock,9.0
,7509.0,1.8099457360198339,In Stock,2.0
B,1160.0,3.3629090517254503,Out of Stock,33.0
C,3939.0,,In Stock,19.0
,6090.0,,,20.0
,284.0,4.852188045919742,In Stock,33.0
,3679.0,2.0051267512922855,,
,8540.0,2.372887159336361,,34.0
C,9200.0,2.975865770600746,,36.0
B,3858.0,,In Stock,5.0
,7421.0,,Out of Stock,
,4355.0,1.4100588844461264,Out of Stock,28.0
,4264.0,1.5954348216118688,Out of Stock,2.0
,2461.0,,Out of Stock,30.0
C,,4.046168596069071,In Stock,32.0
,8355.0,,In Stock,33.0
,442.0,4.0354094772025295,,4.0
,1541.0,,In Stock,4.0
D,1991.0,,In Stock,48.0
,8502.0,,Out of Stock,1.0
D,4755.0,1.507043993626711,Out of Stock,
,9515.0,,Out of Stock,20.0
B,6835.0,3.9777128634497267,In Stock,24.0
,5455.0,2.10595801008045,In Stock,15.0
,9713.0,,Out of Stock,7.0
D,119.0,4.179211664673361,In Stock,0.0
,6973.0,2.0819437985546476,In Stock,39.0
A,,,Out of Stock,42.0
D,8350.0,,In Stock,36.0
B,4680.0,3.600736411956428,In Stock,10.0
B,6956.0,,,9.0
,243.0,2.1757838751456924,In Stock,6.0
,1455.0,,Out of Stock,9.0
,6920.0,3.4986347161366407,,21.0
,6383.0,1.7145024662314916,Out of Stock,17.0
,8544.0,,In Stock,
B,9588.0,,,26.0
D,9870.0,4.8064029819386525,,16.0
,6077.0,4.11200665823274,In Stock,36.0
D,7204.0,,Out of Stock,47.0
,4540.0,,Out of Stock,43.0
,9512.0,1.5769284724355401,In Stock,1.0
B,1269.0,,In Stock,48.0
,7228.0,,Out of Stock,13.0
,8189.0,3.411848156695279,In Stock,45.0
,8956.0,,Out of Stock,28.0
,1358.0,,Out of Stock,47.0
,1726.0,1.6422400227265581,Out of Stock,13.0
,7272.0,2.700906849936601,Out of Stock,37.0
,1551.0,3.1811283048975403,Out of Stock,24.0
B,8761.0,1.1723976920442256,Out of Stock,10.0
,3360.0,3.3350681660787793,Out of Stock,25.0
B,6369.0,1.6326230122925591,,45.0
,1086.0,3.0330069590254403,Out of Stock,12.0
D,5410.0,2.5081913246795207,,44.0
B,9435.0,,Out of Stock,28.0
,1383.0,,Out of Stock,33.0
A,7850.0,4.088746886041857,,44.0
,6458.0,4.372465123797411,Out of Stock,42.0
,2482.0,,In Stock,27.0
,7610.0,3.45429992558047,Out of Stock,18.0
,4631.0,,,27.0
,4182.0,3.600632519779495,,17.0
,4609.0,2.2072322844542165,,37.0
,6278.0,1.9313947054339144,,39.0
,3840.0,4.577775185706755,Out of Stock,
,781.0,3.9933350650194983,In Stock,14.0
B,3641.0,3.7236608018328106,,31.0
,6500.0,3.7832683235771563,In Stock,10.0
B,6014.0,2.7406709575619455,In Stock,7.0
,428.0,3.635928209685469,In Stock,12.0
,8425.0,2.9068063633153094,In Stock,9.0
,5710.0,1.5835296387258575,In Stock,49.0
,8988.0,,Out of Stock,13.0
C,8534.0,,In Stock,15.0
,,,In Stock,1.0
,6998.0,2.148496924601112,In Stock,25.0
,232.0,,In Stock,28.0
D,2753.0,3.777572243154589,,14.0
,3214.0,1.0108016516745133,,42.0
D,1818.0,,Out of Stock,23.0
,5687.0,4.220820119623996,In Stock,47.0
C,7454.0,,,35.0
C,3212.0,1.0910642742450496,In Stock,0.0
A,4124.0,,Out of Stock,9.0
B,5082.0,3.884452552766276,,38.0
,2245.0,1.5822338232929027,In Stock,
,,,Out of Stock,16.0
,4911.0,3.618811231697541,,33.0
,3148.0,,In Stock,21.0
,8462.0,4.5565716644965555,,3.0
B,5694.0,4.794151328211388,Out of Stock,47.0
,2773.0,1.455846430771047,Out of Stock,
D,1392.0,,,19.0
,,,Out of Stock,26.0
,3555.0,,,
,1567.0,,In Stock,18.0
,5245.0,,,22.0
,6972.0,4.139585643977054,,14.0
C,4001.0,,Out of Stock,21.0
C,4087.0,,In Stock,4.0
,6382.0,,In Stock,
,8198.0,2.676582154903519,In Stock,0.0
,,,Out of Stock,5.0
,1864.0,,Out of Stock,38.0
,3961.0,3.3236559158554635,Out of Stock,17.0
,4316.0,,In Stock,26.0
,7081.0,2.402888252253565,In Stock,14.0
,9215.0,3.204453134685181,Out of Stock,8.0
,5398.0,,,29.0
,1976.0,3.7834911848370236,In Stock,10.0
D,2408.0,3.032031230888091,Out of Stock,23.0
D,5256.0,,Out of Stock,27.0
,,,Out of Stock,45.0
A,401.0,,In Stock,17.0
,9240.0,,In Stock,24.0
,1802.0,,In Stock,42.0
,8910.0,4.21119272612254,Out of Stock,40.0
B,9164.0,4.525919840386209,In Stock,2.0
,2162.0,2.271020594484941,,38.0
B,2001.0,,,25.0
D,552.0,3.7036768239579296,,14.0
C,2412.0,2.124738196450805,Out of Stock,
,6894.0,3.6475394971847446,,12.0
B,3408.0,,Out of Stock,34.0
,8331.0,1.369866623096581,In Stock,8.0
,5587.0,2.3741291581544175,In Stock,7.0
A,5662.0,4.03760845878419,Out of Stock,
,3851.0,2.35279738653579,,16.0
,7642.0,,,0.0
D,4973.0,4.2901757733141785,In Stock,
A,1285.0,3.318983323315053,In Stock,43.0
,3829.0,,,25.0
,3426.0,2.9278370338478363,,0.0
,3606.0,,Out of Stock,
,5359.0,4.364568268130034,In Stock,42.0
,,3.1823089747768463,Out of Stock,12.0
,2792.0,,Out of Stock,13.0
C,7344.0,3.994355353170142,,39.0
C,3638.0,,,
D,1487.0,,In Stock,11.0
B,6581.0,,,11.0
,2516.0,,In Stock,9.0
D,6665.0,,In Stock,24.0
C,9620.0,,In Stock,2.0
,580.0,,In Stock,38.0
,1838.0,3.2382792922433934,Out of Stock,48.0
D,1062.0,,In Stock,40.0
,7524.0,,Out of Stock,13.0
B,2743.0,,Out of Stock,6.0
,8570.0,1.9313467889698166,,33.0
,4883.0,,,9.0
A,3539.0,,,41.0
,1409.0,,,13.0
,9160.0,1.5860427170772518,In Stock,32.0
C,3238.0,,,
B,9041.0,4.718581080022467,Out of Stock,42.0
,1315.0,2.186905605761271,Out of Stock,7.0
,4360.0,1.3567429757504579,Out of Stock,28.0
,165.0,2.379961257531627,Out of Stock,
B,7475.0,1.3853874993597444,Out of Stock,44.0
,7392.0,2.595956086375237,In Stock,40.0
,4467.0,4.599117203517076,,48.0
,377.0,,In Stock,27.0
B,2134.0,3.1163714465775616,Out of Stock,0.0
,6150.0,2.213504459361747,In Stock,3.0
,5380.0,1.430958395977147,,10.0
,5532.0,2.811304891818366,,33.0
C,7953.0,2.73007516391511,Out of Stock,49.0
,9044.0,,In Stock,42.0
,455.0,3.7963007575962067,,21.0
A,6696.0,4.013771783804577,,5.0
,5120.0,3.6548585447294712,,5.0
,3587.0,4.536298375376155,,9.0
,7622.0,,,45.0
,1044.0,,,49.0
,7669.0,2.9599267600503087,Out of Stock,30.0
A,4253.0,4.8041984441555705,,20.0
A,8208.0,2.0577631705395856,Out of Stock,
D,2581.0,,In Stock,34.0
,5096.0,3.262752043673104,Out of Stock,36.0
,3339.0,4.368292820093259,Out of Stock,9.0
,2733.0,1.1926145746192298,,5.0
,6929.0,1.3573367367486568,,43.0
,2842.0,,Out of Stock,44.0
,2672.0,2.4582264829774525,Out of Stock,43.0
C,8351.0,,In Stock,23.0
,3539.0,4.752877452968955,Out of Stock,11.0
B,8442.0,,In Stock,1.0
,7097.0,2.776603234821165,Out of Stock,49.0
,2954.0,,,1.0
,582.0,4.429273939654675,Out of Stock,34.0
,6985.0,2.3702037762405888,Out of Stock,5.0
D,3496.0,3.372831657780841,In Stock,23.0
C,9728.0,,Out of Stock,40.0
,9636.0,,In Stock,30.0
,2025.0,1.6867490805377834,In Stock,1.0
C,6339.0,4.250495609070635,Out of Stock,19.0
,8158.0,1.6709634885488742,In Stock,9.0
,,1.1829466335621035,Out of Stock,49.0
,7734.0,4.62782298602238,Out of Stock,23.0
,6791.0,1.9216987040081328,,46.0
,5205.0,,In Stock,37.0
C,6045.0,,In Stock,42.0
A,2156.0,,Out of Stock,36.0
,4052.0,,Out of Stock,0.0
,472.0,2.4540425110069464,Out of Stock,
,1297.0,,In Stock,8.0
,9669.0,4.278285408896539,In Stock,8.0
C,4205.0,,Out of Stock,24.0
C,1611.0,,,9.0
,3580.0,3.5817969669989718,In Stock,45.0
,8582.0,2.897529265921202,Out of Stock,19.0
,8226.0,,In Stock,31.0
,6212.0,1.8888780055625483,In Stock,20.0
,5198.0,2.1968463646974414,In Stock,25.0
,370.0,3.6523150484339624,In Stock,19.0
A,3710.0,,,16.0
D,5389.0,,In Stock,
D,6016.0,4.534167322861909,,46.0
,4790.0,,,37.0
,3340.0,,In Stock,21.0
D,1963.0,1.0123800340290185,,8.0
,2028.0,,Out of Stock,38.0
D,9613.0,,In Stock,33.0
,5756.0,2.133831431375239,In Stock,35.0
,4456.0,1.34325087583419,Out of Stock,31.0
,3194.0,1.6957147208978172,Out of Stock,45.0
D,4558.0,,Out of Stock,41.0
,8507.0,2.2008055578340384,In Stock,28.0
,5641.0,,Out of Stock,47.0
,7273.0,,In Stock,
B,9134.0,,Out of Stock,23.0
,4183.0,3.8197180127358368,In Stock,40.0
D,3285.0,3.5722892248203166,,15.0
,1619.0,2.800301293712745,Out of Stock,33.0
,7423.0,3.855835222589456,Out of Stock,28.0
D,7368.0,,In Stock,
,8173.0,,,
,2646.0,,In Stock,15.0
D,761.0,3.4385555674438284,,40.0
A,177.0,,,
,7136.0,,Out of Stock,12.0
C,5608.0,1.5638913872965214,Out of Stock,
C,4045.0,2.8659416778237192,In Stock,20.0
,9027.0,,Out of Stock,28.0
,6895.0,3.7411615268055147,Out of Stock,7.0
,6713.0,4.734437404290894,In Stock,13.0
,7194.0,1.999676653295138,Out of Stock,20.0
A,2204.0,,,18.0
D,2159.0,3.8081328537915393,Out of Stock,17.0
A,3594.0,4.2226453594308175,In Stock,3.0
A,1601.0,,Out of Stock,13.0
,9907.0,,Out of Stock,
,628.0,4.216726918340841,Out of Stock,36.0
D,3259.0,2.3929762773794914,Out of Stock,32.0
,2013.0,,In Stock,37.0
,6899.0,2.342076796516942,,10.0
A,7037.0,,In Stock,45.0
,3990.0,1.9471308442819604,Out of Stock,23.0
,5993.0,1.4513107063200894,In Stock,11.0
,3202.0,,In Stock,30.0
,2471.0,,Out of Stock,41.0
,6662.0,2.1818528727892663,,33.0
A,3057.0,4.076127733272097,In Stock,12.0
C,9524.0,4.145427581692623,Out of Stock,9.0
,7061.0,1.8392353182854366,In Stock,18.0
,9721.0,3.835131887659991,In Stock,45.0
B,7472.0,3.5780314983987744,In Stock,42.0
,1104.0,4.785500296239346,,6.0
,9694.0,,In Stock,7.0
,4059.0,,Out of Stock,14.0
D,2158.0,,In Stock,44.0
,9575.0,4.0549774578836715,In Stock,40.0
,1882.0,1.2836909298692105,Out of Stock,47.0
A,782.0,1.021706192567787,In Stock,
,6142.0,2.845211177284195,In Stock,10.0
,3283.0,3.3276488524552934,In Stock,18.0
,4299.0,,,7.0
,,,,9.0
A,3134.0,,Out of Stock,23.0
A,8204.0,,,6.0
D,3612.0,3.805960020935111,,
,716.0,,,27.0
D,7059.0,4.651043024048134,Out of Stock,49.0
B,2720.0,,In Stock,22.0
A,6758.0,,Out of Stock,13.0
,1574.0,,In Stock,22.0
A,9709.0,4.773004112072385,In Stock,26.0
,1248.0,2.508494358164392,Out of Stock,0.0
D,5008.0,2.0417525985721174,Out of Stock,17.0
,8252.0,1.6188939642669138,,45.0
,7164.0,4.279476244738271,,20.0
,3272.0,3.4140029608940026,,21.0
,7083.0,3.5301934454473707,,33.0
,6897.0,1.574059160494076,,6.0
,9486.0,2.0281751521361304,,16.0
,7198.0,,In Stock,39.0
,4676.0,3.7845565005084136,In Stock,39.0
D,4860.0,2.033357834394532,,17.0
,,,Out of Stock,26.0
,7058.0,,In Stock,
A,1612.0,2.490271482605948,,3.0
,1032.0,,,7.0
B,4618.0,2.009455209138025,Out of Stock,12.0
,3645.0,,,40.0
,2232.0,2.611998098814573,Out of Stock,
A,9891.0,1.9908903767330641,In Stock,19.0
,4056.0,3.2831517866747566,Out of Stock,19.0
A,2157.0,,,40.0
,2233.0,2.8879484602004273,,39.0
,6697.0,,In Stock,5.0
B,3509.0,3.7581707231127726,In Stock,33.0
,5432.0,3.658406404196782,,13.0
B,6999.0,,Out of Stock,33.0
,623.0,1.8897371956590168,Out of Stock,12.0
C,2900.0,,,19.0
,5114.0,3.1160374117652623,Out of Stock,20.0
,3629.0,2.9488264288766954,Out of Stock,47.0
,8787.0,1.5000336709024769,Out of Stock,49.0
,7801.0,2.4446553570294407,Out of Stock,21.0
,5905.0,,Out of Stock,31.0
C,6634.0,,Out of Stock,15.0
D,629.0,,,2.0
,1861.0,,,44.0
A,4938.0,2.9784835970165453,,0.0
,,,Out of Stock,28.0
,9223.0,,In Stock,18.0
,1561.0,3.2004391967919705,Out of Stock,0.0
,1303.0,,In Stock,4.0
,2376.0,,Out of Stock,
,2974.0,4.709057942888359,,37.0
,5019.0,,In Stock,46.0
,4841.0,2.806047931616952,In Stock,33.0
C,6973.0,3.1610629350751402,Out of Stock,39.0
C,7441.0,,In Stock,19.0
,7471.0,,Out of Stock,0.0
,8608.0,4.235841574425772,,35.0
,5616.0,4.0192936439059,In Stock,5.0
,7581.0,1.385883433990018,,36.0
,5061.0,,,42.0
,5829.0,4.027200719389725,Out of Stock,0.0
A,9813.0,,In Stock,25.0
,9620.0,3.628425790335007,Out of Stock,3.0
,825.0,,In Stock,14.0
C,4222.0,4.714844379100077,,2.0
,5474.0,,Out of Stock,44.0
,6980.0,,Out of Stock,20.0
C,8653.0,,In Stock,27.0
A,7138.0,4.222495917261503,Out of Stock,25.0
,9022.0,,Out of Stock,33.0
B,4132.0,,,39.0
D,454.0,2.6905264080381817,Out of Stock,32.0
,8301.0,,,15.0
,2101.0,,,35.0
,8317.0,,Out of Stock,41.0
C,907.0,,Out of Stock,0.0
,5703.0,3.772279553557787,,9.0
,2852.0,1.834775996293498,,3.0
,8069.0,,,
,911.0,2.4884219425842478,In Stock,39.0
,307.0,,,46.0
A,844.0,4.86253978510935,In Stock,39.0
B,5220.0,,,20.0
C,2674.0,4.741865982120922,In Stock,
,3227.0,,In Stock,3.0
D,4594.0,3.5387184683993897,,31.0
,4683.0,,,40.0
D,1365.0,,In Stock,29.0
,9674.0,,Out of Stock,42.0
B,3187.0,,,33.0
,7954.0,4.511167527398367,In Stock,2.0
C,5294.0,3.168258002074569,Out of Stock,38.0
,719.0,,Out of Stock,24.0
,8483.0,1.7372270971918562,,
B,138.0,,,21.0
,1286.0,3.953724457170619,Out of Stock,15.0
,6687.0,1.12888038470513,,9.0
D,7190.0,3.8576589902339684,Out of Stock,21.0
C,,,In Stock,25.0
D,3427.0,,Out of Stock,
B,4711.0,3.829284295339148,In Stock,33.0
,5018.0,2.4277641825616842,,1.0
,7060.0,3.864908911738951,,1.0
D,6011.0,,,
,,3.713276969513463,In Stock,30.0
,4890.0,,Out of Stock,19.0
,4460.0,,In Stock,9.0
,2310.0,,,35.0
D,5762.0,4.687800452003589,In Stock,48.0
,6368.0,,Out of Stock,2.0
,9811.0,,,27.0
,539.0,,Out of Stock,16.0
B,3870.0,4.292567764648681,Out of Stock,21.0
,9029.0,,,31.0
,1432.0,4.47862706878674,,32.0
D,6136.0,1.4261184220219767,In Stock,
,6780.0,2.9044382453989375,In Stock,9.0
,7002.0,,Out of Stock,19.0
,,4.72450089792973,,9.0
,6806.0,,,32.0
,8433.0,,Out of Stock,40.0
,6674.0,2.003900119144203,In Stock,46.0
A,8284.0,1.3160250648733314,In Stock,34.0
,627.0,1.794255370739834,Out of Stock,36.0
